Date,Open,High,Low,Close,Adj Close,Volume
2004-10-11,156.132004,156.132004,151.399994,151.399994,131.049377,21578298
2004-10-12,156.132004,156.132004,151.399994,156.132004,135.145325,170571959
2004-10-13,151.399994,160.863007,151.399994,156.132004,135.145325,119013793
2004-10-14,156.132004,156.132004,151.399994,156.132004,135.145325,890884
2004-10-15,151.399994,156.132004,151.399994,156.132004,135.145325,7434597
2004-10-18,151.399994,156.132004,151.399994,156.132004,135.145325,3742662
2004-10-19,156.132004,156.132004,151.399994,156.132004,135.145325,6224560
2004-10-20,151.399994,151.399994,146.669006,146.669006,126.954323,71091553
2004-10-21,146.669006,151.399994,141.938004,146.669006,126.954323,175393615
2004-10-22,146.669006,151.399994,146.669006,146.669006,126.954323,56201222
2004-10-25,146.669006,146.669006,141.938004,146.669006,126.954323,5598405
2004-10-26,146.669006,151.399994,141.938004,151.399994,131.049377,14867609
2004-10-27,151.399994,151.399994,146.669006,151.399994,131.049377,4860229
2004-10-28,151.399994,156.132004,151.399994,151.399994,131.049377,62467526
2004-10-29,151.399994,151.399994,151.399994,151.399994,131.049377,55036099
2004-11-01,151.399994,156.132004,151.399994,151.399994,131.049377,17441977
2004-11-02,151.399994,156.132004,151.399994,151.399994,131.049377,4749265
2004-11-03,156.132004,156.132004,151.399994,151.399994,131.049377,72963676
2004-11-04,151.399994,156.132004,151.399994,156.132004,135.145325,973842
2004-11-05,156.132004,156.132004,151.399994,151.399994,131.049377,25309863
2004-11-08,151.399994,156.132004,151.399994,156.132004,135.145325,2969083
2004-11-09,156.132004,156.132004,151.399994,156.132004,135.145325,10589149
2004-11-10,156.132004,160.863007,151.399994,156.132004,135.145325,60567925
2004-11-11,156.132004,160.863007,156.132004,160.863007,139.240387,43462539
2004-11-12,160.863007,165.593994,156.132004,165.593994,143.335480,193243517
2004-11-15,null,null,null,null,null,null
2004-11-16,null,null,null,null,null,null
2004-11-17,null,null,null,null,null,null
2004-11-18,null,null,null,null,null,null
2004-11-19,null,null,null,null,null,null
2004-11-22,160.863007,165.593994,160.863007,165.593994,143.335480,13898522
2004-11-23,165.593994,170.324997,165.593994,170.324997,147.430557,179912497
2004-11-24,170.324997,170.324997,165.593994,170.324997,147.430557,45299788
2004-11-25,170.324997,170.324997,165.593994,170.324997,147.430557,100685160
2004-11-26,170.324997,170.324997,165.593994,170.324997,147.430557,5092197
2004-11-29,170.324997,170.324997,165.593994,170.324997,147.430557,18563243
2004-11-30,170.324997,170.324997,165.593994,170.324997,147.430557,25662835
2004-12-01,165.593994,170.324997,165.593994,165.593994,143.335480,11183071
2004-12-02,170.324997,189.250000,170.324997,184.518997,159.716644,860655290
2004-12-03,184.518997,184.518997,175.057007,179.787994,155.621567,200184060
2004-12-06,179.787994,184.518997,175.057007,184.518997,159.716644,151499866
2004-12-07,179.787994,184.518997,179.787994,179.787994,155.621567,40540484
2004-12-08,179.787994,184.518997,175.057007,179.787994,155.621567,192479450
2004-12-09,179.787994,184.518997,179.787994,184.518997,159.716644,47863588
2004-12-10,179.787994,179.787994,170.324997,175.057007,151.526474,285834108
2004-12-13,175.057007,175.057007,165.593994,170.324997,147.430557,88232870
2004-12-14,165.593994,165.593994,156.132004,165.593994,143.335480,261103372
2004-12-15,160.863007,165.593994,160.863007,165.593994,143.335480,176510126
2004-12-16,165.593994,170.324997,165.593994,170.324997,147.430557,42427931
2004-12-17,165.593994,170.324997,165.593994,170.324997,147.430557,19214761
2004-12-20,170.324997,175.057007,170.324997,175.057007,151.526474,180816062
2004-12-21,175.057007,175.057007,170.324997,175.057007,151.526474,3723639
2004-12-22,175.057007,175.057007,170.324997,175.057007,151.526474,16073420
2004-12-23,170.324997,175.057007,170.324997,175.057007,151.526474,2476085
2004-12-24,null,null,null,null,null,null
2004-12-27,170.324997,175.057007,170.324997,175.057007,151.526474,10509361
2004-12-28,170.324997,175.057007,170.324997,175.057007,151.526474,6400517
2004-12-29,175.057007,175.057007,170.324997,175.057007,151.526474,8840671
2004-12-30,175.057007,175.057007,170.324997,175.057007,151.526474,141039646
2004-12-31,null,null,null,null,null,null
2005-01-03,175.057007,175.057007,170.324997,175.057007,151.526474,5297745
2005-01-04,175.057007,175.057007,170.324997,170.324997,147.430557,8318612
2005-01-05,175.057007,175.057007,170.324997,170.324997,147.430557,6191799
2005-01-06,170.324997,175.057007,170.324997,175.057007,151.526474,9217421
2005-01-07,175.057007,179.787994,170.324997,175.057007,151.526474,158579378
2005-01-10,175.057007,175.057007,165.593994,170.324997,147.430557,94052146
2005-01-11,170.324997,175.057007,165.593994,170.324997,147.430557,66587994
2005-01-12,170.324997,170.324997,170.324997,170.324997,147.430557,57101088
2005-01-13,170.324997,175.057007,165.593994,175.057007,151.526474,66987465
2005-01-14,170.324997,175.057007,165.593994,175.057007,151.526474,58395670
2005-01-17,170.324997,179.787994,170.324997,175.057007,151.526474,443179141
2005-01-18,null,null,null,null,null,null
2005-01-19,179.787994,189.250000,179.787994,189.250000,163.811707,1543402834
2005-01-20,189.250000,189.250000,184.518997,189.250000,163.811707,202469921
2005-01-24,184.518997,189.250000,179.787994,184.518997,159.716644,152154554
2005-01-25,184.518997,184.518997,179.787994,179.787994,155.621567,48943639
2005-01-26,179.787994,184.518997,179.787994,184.518997,159.716644,96394018
2005-01-27,179.787994,184.518997,179.787994,179.787994,155.621567,111334547
2005-01-28,179.787994,184.518997,179.787994,184.518997,159.716644,7176738
2005-01-31,179.787994,189.250000,179.787994,189.250000,163.811707,495979049
2005-02-01,189.250000,193.981995,184.518997,189.250000,163.811707,123400576
2005-02-02,189.250000,189.250000,184.518997,189.250000,163.811707,58021562
2005-02-03,189.250000,189.250000,179.787994,189.250000,163.811707,114937711
2005-02-04,184.518997,184.518997,184.518997,184.518997,159.716644,37985666
2005-02-07,184.518997,184.518997,179.787994,179.787994,155.621567,9142388
2005-02-08,184.518997,184.518997,179.787994,179.787994,155.621567,21585167
2005-02-11,179.787994,184.518997,179.787994,184.518997,159.716644,20208683
2005-02-14,184.518997,189.250000,179.787994,184.518997,159.716644,53415494
2005-02-15,184.518997,189.250000,179.787994,184.518997,159.716644,84843708
2005-02-16,184.518997,189.250000,179.787994,189.250000,163.811707,76295242
2005-02-17,189.250000,193.981995,184.518997,193.981995,167.907639,446565133
2005-02-18,193.981995,193.981995,189.250000,193.981995,167.907639,213542029
2005-02-21,193.981995,193.981995,184.518997,189.250000,163.811707,88783992
2005-02-22,189.250000,189.250000,184.518997,184.518997,159.716644,11142385
2005-02-23,184.518997,198.712997,184.518997,193.981995,167.907639,301388109
